Frame,Alpha,Gamma,Temperature,Supersaturation,Area,Radius,Perimeter,dA_dt,dR_dt,dP_dt
1,0.7,0.0091,-12.8,0.455,1,0.0,1,1,0.0,1
2,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
3,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
4,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
5,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
6,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
7,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
8,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
9,0.7,0.0091,-12.8,0.455,1,0.0,1,0,0.0,0
10,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,6,1.4142135623730951,5
11,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
12,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
13,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
14,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
15,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
16,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
17,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
18,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
19,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
20,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
21,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
22,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
23,0.7,0.0091,-12.8,0.455,7,1.4142135623730951,6,0,0.0,0
24,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,6,0.8218544151266947,5
25,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
26,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
27,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
28,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
29,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
30,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
31,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
32,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
33,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
34,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
35,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
36,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
37,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
38,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
39,0.7,0.0091,-12.8,0.455,13,2.23606797749979,11,0,0.0,0
40,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,6,1.3694832979641993,6
41,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
42,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
43,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
44,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
45,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
46,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
47,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
48,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
49,0.7,0.0091,-12.8,0.455,19,3.605551275463989,17,0,0.0,0
