Frame,Alpha,Gamma,Temperature,Supersaturation,Area,Radius,Perimeter,dA_dt,dR_dt,dP_dt
1,1.5,0.0046,-16.0,0.22999999999999998,1,0.0,1,1,0.0,1
2,1.5,0.0046,-16.0,0.22999999999999998,1,0.0,1,0,0.0,0
3,1.5,0.0046,-16.0,0.22999999999999998,1,0.0,1,0,0.0,0
4,1.5,0.0046,-16.0,0.22999999999999998,1,0.0,1,0,0.0,0
5,1.5,0.0046,-16.0,0.22999999999999998,1,0.0,1,0,0.0,0
6,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,6,1.4142135623730951,5
7,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
8,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
9,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
10,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
11,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
12,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
13,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
14,1.5,0.0046,-16.0,0.22999999999999998,7,1.4142135623730951,6,0,0.0,0
15,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,6,0.8218544151266947,5
16,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
17,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
18,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
19,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
20,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
21,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
22,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
23,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
24,1.5,0.0046,-16.0,0.22999999999999998,13,2.23606797749979,11,0,0.0,0
25,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,6,1.3694832979641993,6
26,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
27,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
28,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
29,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
30,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
31,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
32,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
33,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
34,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
35,1.5,0.0046,-16.0,0.22999999999999998,19,3.605551275463989,17,0,0.0,0
36,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,6,0.8665846795355905,6
37,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
38,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
39,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
40,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
41,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
42,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
43,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
44,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
45,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
46,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
47,1.5,0.0046,-16.0,0.22999999999999998,25,4.47213595499958,23,0,0.0,0
48,1.5,0.0046,-16.0,0.22999999999999998,31,5.830951894845301,29,6,1.3588159398457211,6
49,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,12,0.0,10
50,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
51,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
52,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
53,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
54,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
55,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
56,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
57,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
58,1.5,0.0046,-16.0,0.22999999999999998,43,5.830951894845301,39,0,0.0,0
59,1.5,0.0046,-16.0,0.22999999999999998,55,5.830951894845301,46,12,0.0,7
60,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,6,0.8772520376540687,5
61,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,0,0.0,0
62,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,0,0.0,0
63,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,0,0.0,0
64,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,0,0.0,0
65,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,0,0.0,0
66,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,0,0.0,0
67,1.5,0.0046,-16.0,0.22999999999999998,61,6.708203932499369,51,0,0.0,0
68,1.5,0.0046,-16.0,0.22999999999999998,73,6.708203932499369,55,12,0.0,4
69,1.5,0.0046,-16.0,0.22999999999999998,73,6.708203932499369,55,0,0.0,0
70,1.5,0.0046,-16.0,0.22999999999999998,73,6.708203932499369,55,0,0.0,0
71,1.5,0.0046,-16.0,0.22999999999999998,73,6.708203932499369,55,0,0.0,0
72,1.5,0.0046,-16.0,0.22999999999999998,79,8.06225774829855,61,6,1.3540538157991797,6
73,1.5,0.0046,-16.0,0.22999999999999998,79,8.06225774829855,61,0,0.0,0
74,1.5,0.0046,-16.0,0.22999999999999998,91,8.06225774829855,67,12,0.0,6
75,1.5,0.0046,-16.0,0.22999999999999998,91,8.06225774829855,67,0,0.0,0
76,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,6,0.0,-12
77,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,0,0.0,0
78,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,0,0.0,0
79,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,0,0.0,0
80,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,0,0.0,0
81,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,0,0.0,0
82,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,0,0.0,0
83,1.5,0.0046,-16.0,0.22999999999999998,97,8.06225774829855,55,0,0.0,0
