Frame,Alpha,Gamma,Temperature,Supersaturation,Area,Radius,Perimeter,dA_dt,dR_dt,dP_dt
1,2.0,0.0028,-18.0,0.13999999999999999,1,0.0,1,1,0.0,1
2,2.0,0.0028,-18.0,0.13999999999999999,1,0.0,1,0,0.0,0
3,2.0,0.0028,-18.0,0.13999999999999999,1,0.0,1,0,0.0,0
4,2.0,0.0028,-18.0,0.13999999999999999,7,1.4142135623730951,6,6,1.4142135623730951,5
5,2.0,0.0028,-18.0,0.13999999999999999,7,1.4142135623730951,6,0,0.0,0
6,2.0,0.0028,-18.0,0.13999999999999999,7,1.4142135623730951,6,0,0.0,0
7,2.0,0.0028,-18.0,0.13999999999999999,7,1.4142135623730951,6,0,0.0,0
8,2.0,0.0028,-18.0,0.13999999999999999,7,1.4142135623730951,6,0,0.0,0
9,2.0,0.0028,-18.0,0.13999999999999999,7,1.4142135623730951,6,0,0.0,0
10,2.0,0.0028,-18.0,0.13999999999999999,7,1.4142135623730951,6,0,0.0,0
11,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,6,0.8218544151266947,5
12,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,0,0.0,0
13,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,0,0.0,0
14,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,0,0.0,0
15,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,0,0.0,0
16,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,0,0.0,0
17,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,0,0.0,0
18,2.0,0.0028,-18.0,0.13999999999999999,13,2.23606797749979,11,0,0.0,0
19,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,6,1.3694832979641993,6
20,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
21,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
22,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
23,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
24,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
25,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
26,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
27,2.0,0.0028,-18.0,0.13999999999999999,19,3.605551275463989,17,0,0.0,0
28,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,6,0.8665846795355905,6
29,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
30,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
31,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
32,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
33,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
34,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
35,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
36,2.0,0.0028,-18.0,0.13999999999999999,25,4.47213595499958,23,0,0.0,0
37,2.0,0.0028,-18.0,0.13999999999999999,31,5.830951894845301,29,6,1.3588159398457211,6
38,2.0,0.0028,-18.0,0.13999999999999999,31,5.830951894845301,29,0,0.0,0
39,2.0,0.0028,-18.0,0.13999999999999999,31,5.830951894845301,29,0,0.0,0
40,2.0,0.0028,-18.0,0.13999999999999999,43,5.830951894845301,39,12,0.0,10
41,2.0,0.0028,-18.0,0.13999999999999999,43,5.830951894845301,39,0,0.0,0
42,2.0,0.0028,-18.0,0.13999999999999999,43,5.830951894845301,39,0,0.0,0
43,2.0,0.0028,-18.0,0.13999999999999999,43,5.830951894845301,39,0,0.0,0
44,2.0,0.0028,-18.0,0.13999999999999999,43,5.830951894845301,39,0,0.0,0
45,2.0,0.0028,-18.0,0.13999999999999999,43,5.830951894845301,39,0,0.0,0
46,2.0,0.0028,-18.0,0.13999999999999999,43,5.830951894845301,39,0,0.0,0
47,2.0,0.0028,-18.0,0.13999999999999999,49,6.708203932499369,45,6,0.8772520376540687,6
48,2.0,0.0028,-18.0,0.13999999999999999,49,6.708203932499369,45,0,0.0,0
49,2.0,0.0028,-18.0,0.13999999999999999,61,6.708203932499369,51,12,0.0,6
50,2.0,0.0028,-18.0,0.13999999999999999,61,6.708203932499369,51,0,0.0,0
51,2.0,0.0028,-18.0,0.13999999999999999,61,6.708203932499369,51,0,0.0,0
52,2.0,0.0028,-18.0,0.13999999999999999,61,6.708203932499369,51,0,0.0,0
53,2.0,0.0028,-18.0,0.13999999999999999,61,6.708203932499369,51,0,0.0,0
54,2.0,0.0028,-18.0,0.13999999999999999,61,6.708203932499369,51,0,0.0,0
55,2.0,0.0028,-18.0,0.13999999999999999,61,6.708203932499369,51,0,0.0,0
56,2.0,0.0028,-18.0,0.13999999999999999,73,6.708203932499369,58,12,0.0,7
57,2.0,0.0028,-18.0,0.13999999999999999,79,8.06225774829855,63,6,1.3540538157991797,5
58,2.0,0.0028,-18.0,0.13999999999999999,79,8.06225774829855,63,0,0.0,0
